"[[ 1.1347471   0.3756968  -0.03603513 ... -0.03637506  0.83109343
   3.392208  ]
 [ 1.349781    0.5405262  -0.06031383 ... -0.09989028  0.7814704
   3.4100342 ]
 [ 1.3455765   0.53000027 -0.10224462 ... -0.12153364  0.9848389
   3.760642  ]
 ...
 [-0.20960277 -0.19309045 -0.15335263 ... -0.17360471 -0.17706151
  -0.21036935]
 [-0.20957978 -0.19307823 -0.15336427 ... -0.17361376 -0.17706108
  -0.21037015]
 [-0.20955366 -0.1930437  -0.15334803 ... -0.17361686 -0.17706038
  -0.21037173]]",gac
"[[-0.01011956  0.05749891  0.06425546 ...  0.07777928  0.13535932
   1.8428968 ]
 [-0.11667272 -0.00500222  0.02455547 ... -0.00585069  0.37989837
   2.03381   ]
 [-0.04184398 -0.11921718 -0.05677714 ... -0.10772424  0.3573716
   2.360296  ]
 ...
 [-0.15460946 -0.15569223 -0.14911334 ... -0.14909647 -0.16238898
  -0.19717242]
 [-0.15458503 -0.1556617  -0.1491277  ... -0.14910154 -0.16236672
  -0.1971699 ]
 [-0.15457146 -0.15565743 -0.14913067 ... -0.1491141  -0.16238174
  -0.19716586]]",pia
"[[ 0.0024099  -0.15668523 -0.3697315  ... -0.3319647  -0.18992445
   0.20354684]
 [ 0.00835891 -0.15790471 -0.2798698  ... -0.23312017 -0.22365972
   0.24550217]
 [ 0.05576502 -0.0839958  -0.0966167  ...  0.09346507  0.08860299
   0.12978937]
 ...
 [-0.3893099  -0.39202705 -0.37397507 ... -0.36747748 -0.36183906
  -0.35256794]
 [-0.3890653  -0.39178026 -0.37410602 ... -0.3672739  -0.36195758
  -0.35238114]
 [-0.38889456 -0.39160582 -0.37395608 ... -0.36735055 -0.36127806
  -0.35207072]]",pia
"[[ 3.7987454   1.822791   -0.15315272 ... -0.12839362 -0.06491672
   1.6662647 ]
 [ 3.8761125   1.8008772  -0.09332    ... -0.04805603 -0.10010632
   1.6509781 ]
 [ 3.8666837   1.9493986  -0.04470498 ...  0.4554253   0.36145648
   1.5247233 ]
 ...
 [-0.2052702  -0.2108859  -0.20036104 ... -0.13825497 -0.13679816
  -0.17078094]
 [-0.20528375 -0.21089748 -0.20036298 ... -0.13827145 -0.13680337
  -0.17078875]
 [-0.20529775 -0.21091703 -0.20035458 ... -0.13828132 -0.13679801
  -0.17077687]]",cel
"[[ 0.74824786  0.15598498 -0.3275244  ... -0.33573946 -0.17625107
   0.425229  ]
 [ 0.83629495  0.12480234 -0.34438476 ... -0.3240515  -0.1510733
   0.4433782 ]
 [ 0.82851213  0.2294015  -0.28832442 ... -0.25431004 -0.1990616
   0.49616298]
 ...
 [-0.3871021  -0.37638253 -0.35366637 ... -0.3359911  -0.3808566
  -0.4171631 ]
 [-0.3869999  -0.37638718 -0.35365513 ... -0.33598903 -0.3810105
  -0.4172015 ]
 [-0.3869389  -0.3762671  -0.35361123 ... -0.33601654 -0.38083494
  -0.41717637]]",pia
"[[-0.07359341 -0.41499415 -0.26684877 ... -0.6405672  -0.07590656
   0.90397   ]
 [ 0.05256325 -0.13745502 -0.3677758  ... -0.5863016  -0.00993831
   0.846197  ]
 [-0.16256072 -0.05055074 -0.28767595 ... -0.36309338 -0.30350557
   1.08003   ]
 ...
 [-0.301549   -0.4377886  -0.5282802  ... -0.6525547  -0.6327212
  -0.5546129 ]
 [-0.30156443 -0.4376713  -0.5283771  ... -0.65274686 -0.6330196
  -0.5547794 ]
 [-0.30147615 -0.4377173  -0.5284661  ... -0.6528567  -0.63296413
  -0.55490005]]",gel
"[[ 1.1954408   0.8535658  -0.6792433  ... -0.40186313 -0.39527532
  -0.329942  ]
 [ 1.3407278  -0.01171191  0.63134474 ... -0.18836288 -0.2339034
  -0.30993724]
 [ 1.4579787   1.4262804   2.0518587  ...  0.47676557  0.16367199
  -0.19276486]
 ...
 [-0.3676418  -0.42993656 -0.7073494  ... -0.4110891  -0.40572587
  -0.42088813]
 [-0.36753756 -0.42995343 -0.7075238  ... -0.41083544 -0.40549067
  -0.42076537]
 [-0.3674678  -0.42973635 -0.70788693 ... -0.41073287 -0.4056569
  -0.42069024]]",voi
"[[ 1.6101646e+00  6.4679366e-01 -3.6468434e-01 ... -3.5602874e-01
  -2.5985369e-01 -1.4363430e-03]
 [ 1.6668763e+00  8.0231977e-01 -2.5514373e-01 ... -3.3611628e-01
  -2.2794656e-01 -5.8445010e-02]
 [ 1.6366757e+00  7.6573694e-01 -1.4407618e-01 ... -2.2848238e-01
  -1.3572094e-01 -2.2608091e-01]
 ...
 [-3.1344104e-01 -3.6141542e-01 -3.8252851e-01 ... -3.6476117e-01
  -3.7105095e-01 -4.1454417e-01]
 [-3.1322438e-01 -3.6086288e-01 -3.8264942e-01 ... -3.6462533e-01
  -3.7080890e-01 -4.1439313e-01]
 [-3.1297702e-01 -3.6085805e-01 -3.8284993e-01 ... -3.6459923e-01
  -3.7091672e-01 -4.1431463e-01]]",pia
"[[ 3.282805    2.3510814   2.188775   ...  0.09180746  0.02387672
   0.85660106]
 [ 3.5277505   1.1321242   1.7232078  ...  0.01757076  0.00451291
   1.0120665 ]
 [ 4.350738    2.8658211  -0.35884526 ...  0.14203131  0.11401866
   0.97105014]
 ...
 [-0.3728019  -0.45010725 -0.5030079  ... -0.15331438 -0.1653247
  -0.19092588]
 [-0.37278605 -0.45004353 -0.50292206 ... -0.15331495 -0.16530849
  -0.19091748]
 [-0.3728224  -0.45020142 -0.502795   ... -0.15331633 -0.16532058
  -0.19091938]]",gel
"[[ 2.1488624   0.8727851  -0.28005657 ... -0.40512574  0.13696918
   1.1713206 ]
 [ 2.2426288   0.87332284 -0.28679922 ... -0.16709979 -0.13746005
   1.1066837 ]
 [ 2.1613286   0.9371708  -0.18889785 ...  0.23237617  0.186876
   1.0732139 ]
 ...
 [-0.29372802 -0.30303007 -0.33525026 ... -0.42227554 -0.42437246
  -0.44391963]
 [-0.29371247 -0.3030099  -0.3353028  ... -0.4221991  -0.424327
  -0.44387767]
 [-0.29368207 -0.30297646 -0.33527315 ... -0.42225024 -0.42425552
  -0.44379616]]",gel
"[[ 2.929612    0.872629    0.92288554 ...  0.39643064  0.12403195
   0.35220647]
 [ 5.557128    4.056118    0.72093    ...  0.49090767  0.06865316
   0.5052044 ]
 [12.932232    9.699966    0.12211496 ...  1.8448142   0.8725236
   0.5184154 ]
 ...
 [-0.24413766 -0.29408824 -0.2883905  ... -0.18143663 -0.14365768
  -0.13049829]
 [-0.24375355 -0.29373935 -0.28838784 ... -0.18155856 -0.14374217
  -0.13048689]
 [-0.24350055 -0.29343426 -0.28832823 ... -0.18155625 -0.14370018
  -0.13048983]]",pia
"[[18.223259   14.980993    0.8790999  ...  2.8297374   2.9015703
   2.7206817 ]
 [11.499722   10.369475    9.197241   ...  1.8517792   1.4060264
   1.2639095 ]
 [ 2.7811704   1.679114    1.4052718  ...  0.37252644 -0.12058908
  -0.21114028]
 ...
 [-0.20251478 -0.21288364 -0.21695217 ... -0.17047782 -0.1621277
  -0.2266432 ]
 [-0.2025203  -0.21284524 -0.21697554 ... -0.17047904 -0.16212969
  -0.22663985]
 [-0.20251004 -0.21285531 -0.21698236 ... -0.17046802 -0.1621124
  -0.22663133]]",pia
"[[-0.17230695 -0.27339306 -0.1841882  ... -0.23131096 -0.07663187
   0.4008862 ]
 [-0.14039573 -0.18459383 -0.18712494 ... -0.15395927  0.025075
   0.43581635]
 [-0.03456977 -0.14211093 -0.03596565 ...  0.00609609 -0.09758406
   0.53023446]
 ...
 [-0.285882   -0.285238   -0.24341793 ... -0.2360329  -0.2057338
  -0.18780418]
 [-0.2858751  -0.2852608  -0.24344139 ... -0.23608792 -0.2058067
  -0.18782838]
 [-0.2858684  -0.285232   -0.2434579  ... -0.2361288  -0.20576201
  -0.18782866]]",cel
"[[ 2.7539341   1.1255215   0.40584847 ...  0.03853474 -0.15900771
   0.42301285]
 [ 2.8274581   1.7094975   0.07759389 ... -0.2121094   0.2508779
   0.9658721 ]
 [ 3.4871025   1.4142231  -0.0187274  ... -0.4054916  -0.06026006
   1.4106756 ]
 ...
 [-0.40513858 -0.4311452  -0.38999197 ... -0.4478238  -0.4547656
  -0.4372039 ]
 [-0.40514457 -0.43114826 -0.39004257 ... -0.44780663 -0.45521078
  -0.4372957 ]
 [-0.40518567 -0.43123385 -0.3899941  ... -0.44773814 -0.45479524
  -0.43727344]]",gac
"[[ 2.9809825   1.2863322   0.15010718 ...  1.2516917   0.88455504
   0.5171538 ]
 [ 2.5656252   1.279607    0.40821612 ...  0.3809339   0.35659075
  -0.31642124]
 [ 2.089574    0.68307596 -0.10319023 ... -0.36896148 -0.4491122
   0.09464143]
 ...
 [-0.3068655  -0.31935212 -0.39968428 ... -0.62184817 -0.60840577
  -0.56083065]
 [-0.30685923 -0.3193522  -0.39963642 ... -0.62188566 -0.6087058
  -0.56106824]
 [-0.30685097 -0.31936327 -0.39962688 ... -0.6221478  -0.6090446
  -0.5614473 ]]",gel
"[[ 2.0144837   1.6543345   0.7204247  ...  1.0094498   1.1924723
  -0.2768886 ]
 [ 0.5921259   0.9493085   0.39712316 ...  0.20707086  1.2197521
   1.1315687 ]
 [ 0.27068785  0.72148514  0.3906483  ... -0.07615451  0.43384826
   2.5109675 ]
 ...
 [-0.35764873 -0.36305586 -0.36106727 ... -0.46661717 -0.4676302
  -0.4722632 ]
 [-0.3576159  -0.3630272  -0.36101836 ... -0.46672752 -0.46702844
  -0.4723375 ]
 [-0.35755992 -0.36293918 -0.36102548 ... -0.4671529  -0.46756193
  -0.47244927]]",gel
"[[ 0.35227612 -0.11930198 -0.24169548 ... -0.1899933   0.11485092
   0.8259191 ]
 [ 0.48424777  0.24656372 -0.22715804 ... -0.1624959   0.14821748
   0.7570355 ]
 [ 0.8512406   0.16049874  0.02126523 ...  0.07157531  0.16455957
   0.45601034]
 ...
 [-0.32711932 -0.40955356 -0.34906548 ... -0.20922954 -0.17705347
  -0.18739761]
 [-0.32714537 -0.40955156 -0.3490506  ... -0.20923552 -0.1770746
  -0.18740933]
 [-0.32714128 -0.40954497 -0.34905642 ... -0.20924133 -0.17707765
  -0.18741769]]",gel
"[[ 2.5232964   0.9671105  -0.17780758 ...  0.0672478   0.61001796
   2.6349525 ]
 [ 1.6652312   0.37237942  0.07441247 ... -0.08293578  0.28645796
   2.7154334 ]
 [ 0.47775874 -0.26824915 -0.32999638 ... -0.2007409   0.6992342
   3.0692427 ]
 ...
 [-0.5690794  -0.5912952  -0.4462917  ... -0.34719944 -0.30607504
  -0.3357975 ]
 [-0.56900305 -0.591201   -0.44628873 ... -0.3471608  -0.30618942
  -0.33591938]
 [-0.5690918  -0.59142137 -0.44630834 ... -0.34708747 -0.30599126
  -0.33588934]]",gel
"[[ 3.1266432   1.2973367  -0.25638846 ... -0.43007675  0.27948457
   2.843345  ]
 [ 3.4939604   1.5911473   0.07051917 ... -0.21494101  0.34286427
   3.4444318 ]
 [ 3.9383721   1.9267429   0.09317601 ...  0.8760788   1.3420037
   4.1898932 ]
 ...
 [-0.2687255  -0.27624306 -0.28392798 ... -0.43212435 -0.37021577
  -0.38042715]
 [-0.26885185 -0.27620384 -0.28437853 ... -0.43216014 -0.37008506
  -0.380473  ]
 [-0.2684893  -0.27560145 -0.28421834 ... -0.43226844 -0.37012637
  -0.38043204]]",pia
"[[-0.02233158 -0.19628835 -0.09815867 ... -0.12067056 -0.13494702
  -0.11911021]
 [-0.04601607 -0.06102955 -0.10798264 ... -0.1134254  -0.06523276
  -0.0732452 ]
 [-0.18113215 -0.09608828 -0.00539988 ...  0.12163111 -0.03988288
  -0.06076194]
 ...
 [-0.25231335 -0.24011683 -0.18897074 ... -0.1593841  -0.1677051
  -0.16067147]
 [-0.25233656 -0.24016468 -0.18897529 ... -0.15938711 -0.16770628
  -0.16066769]
 [-0.25236747 -0.24017459 -0.18899363 ... -0.1594095  -0.16767868
  -0.16064952]]",cel
"[[ 4.6728764   1.3580055   0.7317695  ...  0.6384332   0.77520436
   1.1282914 ]
 [ 5.5017715   2.8727472   0.18895766 ...  0.03046726  0.06673562
   0.50073487]
 [ 7.281564    2.881969   -0.19857104 ... -0.28322807 -0.28013825
  -0.015217  ]
 ...
 [-0.41154167 -0.40494895 -0.33791867 ... -0.44822448 -0.43409896
  -0.45308116]
 [-0.41150984 -0.4049207  -0.3379246  ... -0.4483123  -0.4340631
  -0.4531582 ]
 [-0.4114866  -0.40490684 -0.33793563 ... -0.44832474 -0.4340443
  -0.45315167]]",gel
"[[ 3.432822    1.9637198  -0.02437074 ... -0.57214594 -0.28493068
   0.35386068]
 [ 3.4171658   1.5657204  -0.14337334 ... -0.39818132 -0.55778605
   0.23567195]
 [ 4.3432198   2.0390499   0.0343824  ... -0.30306754 -0.41278818
   0.4250022 ]
 ...
 [-0.5540059  -0.6263567  -0.6951685  ... -0.6028947  -0.6493743
  -0.6689835 ]
 [-0.55387455 -0.6260456  -0.6953085  ... -0.6031169  -0.649527
  -0.66892314]
 [-0.5538     -0.62613285 -0.69542867 ... -0.6029303  -0.6492469
  -0.6687508 ]]",gel
"[[-0.06825694  0.05252783  0.1886546  ...  1.7874554   0.6782307
   0.3124913 ]
 [ 0.28942695  0.2964673   0.21495356 ...  1.0801121   0.2823049
   0.11133194]
 [ 0.3881365   0.09874318  0.00280321 ...  0.28155944  0.10377302
   0.22437248]
 ...
 [-0.2319745  -0.20945255 -0.16697799 ... -0.11087399 -0.12350754
  -0.18895514]
 [-0.23196498 -0.20945066 -0.16697536 ... -0.11087678 -0.1235044
  -0.18894987]
 [-0.23195826 -0.20944244 -0.16697963 ... -0.11088128 -0.12350686
  -0.1889458 ]]",pia
